0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000127274,0.000254787,0.000382811,0.000511677,0.000641772,0.000773459,0.000906895,0.00104168,0.00117647,0.00130871,0.00143501,0.00155171,0.00165539,0.00174326,0.00181327,0.00186414,0.00189525,0.0019066,0.00189867,0.00187236,0.00182891,0.00176987,0.00169708,0.00161261,0.00151878,0.00141804,0.00131296,0.00120597,0.00109917,0.000994032,0.000891191,0.000790486,0.000691273,0.000592815,0.000494539,0.000396114,0.000297414,0.000198443,9.92729e-05,0
0,0.000254206,0.00050884,0.000764411,0.00102159,0.00128125,0.00154441,0.00181185,0.00208339,0.00235661,0.00262598,0.00288387,0.00312216,0.00333356,0.00351225,0.00365414,0.00375673,0.00381897,0.00384098,0.00382382,0.0037694,0.00368027,0.00355956,0.00341098,0.00323873,0.00304749,0.00284236,0.00262867,0.00241167,0.00219596,0.00198476,0.00177931,0.00157883,0.00138146,0.00118537,0.000989297,0.000792628,0.000595219,0.000397174,0.000198695,0
0,0.000380525,0.000761547,0.0011437,0.00152794,0.00191572,0.00230919,0.00271092,0.00312268,0.0035423,0.00395981,0.00436097,0.00473138,0.00505884,0.00533427,0.0055516,0.00570747,0.00580067,0.00583176,0.00580268,0.00571647,0.00557711,0.00538942,0.005159,0.00489221,0.00459623,0.00427902,0.00394918,0.00361554,0.00328625,0.00296723,0.00266029,0.00236269,0.00206982,0.00177791,0.00148492,0.00119021,0.000893944,0.000596534,0.000298427,0
0,0.000506133,0.00101263,0.00152,0.00202919,0.00254202,0.00306209,0.00359556,0.00415069,0.00473106,0.00531721,0.00588239,0.00640246,0.00685912,0.00723998,0.00753763,0.00774848,0.00787186,0.00790925,0.00786384,0.0077401,0.00754359,0.00728086,0.00695941,0.00658776,0.00617558,0.00573389,0.00527517,0.00481316,0.0043618,0.00393229,0.00352785,0.00313975,0.00275682,0.00237202,0.001983,0.00159006,0.00119432,0.0007969,0.000398622,0
0,0.00063122,0.00126245,0.00189372,0.0025252,0.00315794,0.00379569,0.00444907,0.00514239,0.00591153,0.00670485,0.00746882,0.0081649,0.00876858,0.00926559,0.00964872,0.00991553,0.0100669,0.010106,0.0100379,0.00986858,0.00960549,0.00925692,0.00883216,0.0083417,0.00779746,0.00721333,0.00660592,0.00599546,0.00540591,0.00486128,0.00437191,0.00390937,0.00344655,0.0029722,0.00248677,0.00199395,0.00149711,0.00099851,0.000499315,0
0,0.000756292,0.00151225,0.00226713,0.00301941,0.00376667,0.00450682,0.00524508,0.00602493,0.00705724,0.00813479,0.00915307,0.0100605,0.0108317,0.0114553,0.0119274,0.0122489,0.0124237,0.0124575,0.0123576,0.0121322,0.0117906,0.0113427,0.0107996,0.0101731,0.00947684,0.00872632,0.00794109,0.00714771,0.00638535,0.00571074,0.00517736,0.00467944,0.00415289,0.00358835,0.0030012,0.00240362,0.00180247,0.00120098,0.000600186,0
0,0.000881854,0.00176361,0.0026443,0.00352086,0.00438567,0.00522071,0.00598126,0.00654399,0.00813785,0.00965013,0.0109971,0.0121522,0.0131076,0.0138631,0.0144229,0.0147937,0.0149835,0.0150016,0.014858,0.0145633,0.0141287,0.0135659,0.0128871,0.0121053,0.0112343,0.0102893,0.00928807,0.00825531,0.00723845,0.00635686,0.00593177,0.00549074,0.00491397,0.00423707,0.00353066,0.00281843,0.00210835,0.00140244,0.000700189,0
0,0.00100757,0.00201651,0.00302745,0.00403928,0.00504757,0.0060419,0.00700235,0.00789938,0.0383857,0.060214,0.0764813,0.0887439,0.0978845,0.104457,0.108837,0.111297,0.112046,0.111247,0.109037,0.105529,0.100822,0.0950014,0.0881389,0.0802886,0.0714764,0.0616779,0.0507791,0.0385455,0.0248005,0.0109078,0.00790593,0.00677212,0.00581928,0.00492831,0.00406852,0.00323018,0.00240825,0.00159862,0.000797235,0
0,0.00113131,0.00226654,0.00340934,0.00456285,0.00572959,0.00691195,0.00811482,0.00935433,0.0586129,0.0963063,0.125261,0.147367,0.163902,0.175753,0.183564,0.187817,0.188887,0.187075,0.18263,0.175764,0.166658,0.155471,0.142342,0.12738,0.110657,0.0921645,0.0717021,0.0485186,0.020079,0.0106354,0.00910579,0.00779297,0.00663555,0.00557466,0.00457554,0.00361832,0.00269047,0.00178293,0.000888313,0
0,0.00124942,0.00250569,0.00377584,0.00506741,0.00638916,0.00775251,0.00917459,0.0106838,0.0730144,0.12252,0.161454,0.19158,0.214239,0.230452,0.241006,0.246514,0.247472,0.244286,0.237297,0.226802,0.213059,0.196301,0.176735,0.154549,0.129917,0.103011,0.0740585,0.0435698,0.0132324,0.0115444,0.00999349,0.00859008,0.00731288,0.00613208,0.00502227,0.0039642,0.00294344,0.00194865,0.000970321,0
0,0.00135769,0.00272488,0.00411152,0.00552856,0.00698888,0.00850856,0.0101089,0.0118193,0.0834127,0.141509,0.187905,0.224136,0.251466,0.270923,0.283339,0.289396,0.289657,0.284599,0.274634,0.260125,0.241399,0.218755,0.192467,0.162795,0.129992,0.0943302,0.0561451,0.0159124,0.0139748,0.0122562,0.0106688,0.00920552,0.00785142,0.00658735,0.0053945,0.00425639,0.00315906,0.00209066,0.00104081,0
0,0.00145229,0.00291609,0.00440343,0.00592746,0.00750319,0.00914846,0.0108851,0.0127399,0.0907827,0.15491,0.206586,0.247124,0.277665,0.29918,0.312489,0.318285,0.317162,0.309634,0.296159,0.277152,0.252998,0.224054,0.190653,0.153109,0.111726,0.0668114,0.0186951,0.0163927,0.0145166,0.0127789,0.0111655,0.00966382,0.00826038,0.00694011,0.00568796,0.00448986,0.00333304,0.002206,0.00109826,0
0,0.00153033,0.00307343,0.00464256,0.00625195,0.00791741,0.00965691,0.0114912,0.013444,0.0957324,0.163815,0.21891,0.262141,0.294518,0.316926,0.330139,0.334825,0.331574,0.320909,0.303312,0.279238,0.249121,0.213375,0.172386,0.126511,0.0760832,0.0214245,0.0187293,0.0167226,0.014859,0.013123,0.0115011,0.00998082,0.00854964,0.00719482,0.00590365,0.00466393,0.00346416,0.00229358,0.00114208,0
0,0.00158999,0.00319333,0.00482375,0.00649577,0.0082251,0.010029,0.0119266,0.0139388,0.0986826,0.169005,0.225934,0.270436,0.303393,0.325601,0.337762,0.340497,0.334359,0.319853,0.297464,0.267675,0.230976,0.187847,0.138731,0.084019,0.0240609,0.0208891,0.0188002,0.0168466,0.0150179,0.013303,0.0116905,0.0101695,0.00872901,0.00735791,0.00604531,0.00478052,0.00355326,0.00235369,0.00117233,0
0,0.00163046,0.00327426,0.00494507,0.00665711,0.00842547,0.0102663,0.0121969,0.0142359,0.0999467,0.171067,0.228475,0.273005,0.305426,0.326437,0.336663,0.336651,0.326892,0.307838,0.279943,0.243709,0.199709,0.148532,0.0906954,0.0266156,0.0228059,0.0206794,0.0186766,0.0167906,0.0150132,0.0133355,0.0117483,0.0102425,0.00880847,0.00743684,0.00611815,0.00484309,0.00360254,0.0023876,0.00118959,0
