0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00205749,0.00407194,0.00599983,0.0078166,0.00955507,0.0111276,0.0123669,0.0131429,0.0133957,0.0131304,0.0124035,0.0113129,0.00998961,0.00858451,0.007233,0.00597355,0.00464188,0.00317611,0.00161143,0
0,0.00417696,0.00826855,0.0121597,0.015746,0.0193492,0.0227349,0.0254011,0.0270392,0.0275377,0.0269255,0.0253308,0.0229609,0.0200971,0.0170919,0.0143335,0.0120511,0.00947692,0.00649468,0.00329019,0
0,0.0064194,0.0127539,0.0187586,0.0236512,0.0294567,0.0353786,0.039916,0.0425768,0.0432793,0.0421357,0.0393746,0.0353203,0.0304084,0.025244,0.0207487,0.0185489,0.0148996,0.0101333,0.00509239,0
0,0.00878418,0.017714,0.0269593,0.0368322,0.125185,0.179659,0.211667,0.226802,0.228245,0.218097,0.197974,0.169289,0.133407,0.0917431,0.045872,0.0310095,0.021931,0.0141674,0.00696875,0
0,0.0109393,0.0222199,0.0342566,0.0476584,0.179706,0.266302,0.317734,0.340763,0.339918,0.318443,0.278915,0.223631,0.154741,0.0743055,0.0516397,0.0381954,0.0270691,0.0173883,0.00851405,0
0,0.0126032,0.025637,0.0395884,0.0550635,0.209692,0.313606,0.374731,0.399132,0.391333,0.354812,0.29257,0.207583,0.102711,0.0715149,0.0557062,0.0420439,0.0301258,0.0194477,0.00954081,0
0,0.0136472,0.0277328,0.0427266,0.0591559,0.222725,0.332553,0.394645,0.413912,0.394143,0.338255,0.249003,0.130184,0.0883139,0.0715843,0.0566822,0.0433812,0.031397,0.0203969,0.0100404,0
0,0.0140601,0.0285208,0.043798,0.0603311,0.223166,0.330273,0.386264,0.394947,0.359007,0.279773,0.158035,0.100215,0.0839555,0.0690227,0.0553533,0.0428226,0.0312515,0.0204195,0.0100851,0
0,0.013896,0.0281335,0.0430611,0.0590378,0.213873,0.31163,0.356046,0.350279,0.296248,0.192525,0.10576,0.091462,0.0776873,0.0646424,0.052385,0.0408827,0.0300418,0.0197257,0.00977096,0
0,0.0132403,0.0267526,0.0408136,0.0557085,0.19679,0.279824,0.308127,0.285142,0.215076,0.105288,0.0936978,0.0819558,0.0703689,0.0591289,0.0483298,0.0379909,0.0280768,0.0185115,0.00919236,0
0,0.0121931,0.0245817,0.0373657,0.0507549,0.173311,0.236855,0.244088,0.197828,0.101124,0.0912396,0.0818553,0.0722272,0.0625517,0.0529813,0.043612,0.0344881,0.0256096,0.0169433,0.00843121,0
0,0.0108645,0.0218416,0.0330464,0.044604,0.144822,0.184987,0.1671,0.0931709,0.0847687,0.0778197,0.0703649,0.0625673,0.0545839,0.0465443,0.0385417,0.0306319,0.0228374,0.0151532,0.00755371,0
0,0.00937379,0.0187736,0.0282193,0.0377284,0.112817,0.126728,0.0808232,0.074654,0.0702881,0.065129,0.0593686,0.0531758,0.0466976,0.0400547,0.0333381,0.0266102,0.0199066,0.0132411,0.0066104,0
0,0.00784565,0.0156398,0.0233009,0.0306909,0.0789126,0.0646105,0.0613451,0.0597182,0.05695,0.053305,0.0489955,0.0441957,0.0390492,0.0336714,0.0281514,0.0225537,0.0169212,0.011279,0.005638,0
0,0.00639168,0.0126977,0.0187731,0.0242812,0.045047,0.0457378,0.0468247,0.0464263,0.0448751,0.0424386,0.0393288,0.0357153,0.0317341,0.0274934,0.0230768,0.0185475,0.0139502,0.00931518,0.00466133,0
0,0.0050611,0.0100877,0.0150624,0.020056,0.0288562,0.0326597,0.0344434,0.0347947,0.0340756,0.032542,0.0303878,0.0277648,0.0247934,0.0215686,0.018165,0.0146393,0.0110337,0.00737859,0.00369554,0
0,0.00378028,0.00755231,0.0113247,0.0151508,0.0195559,0.0224903,0.024125,0.0247049,0.0244493,0.0235393,0.0221221,0.0203164,0.0182175,0.0159018,0.0134292,0.0108463,0.00818851,0.00548239,0.00274775,0
0,0.00251136,0.00501641,0.00750983,0.00998035,0.0123736,0.0141925,0.0153257,0.0158185,0.0157654,0.0152674,0.0144162,0.0132902,0.0119543,0.0104611,0.00885244,0.00716128,0.00541308,0.00362728,0.00181891,0
0,0.00125153,0.0024973,0.00372795,0.00492116,0.00601855,0.00688229,0.00744887,0.00771828,0.00772249,0.00750422,0.00710614,0.00656652,0.00591778,0.00518664,0.00439455,0.00355854,0.00269183,0.00180473,0.000905268,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
