0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.46358e-06,1.49226e-05,2.23727e-05,2.98095e-05,3.72289e-05,4.46274e-05,5.20018e-05,5.93495e-05,6.66685e-05,7.39578e-05,8.12166e-05,8.84445e-05,9.56408e-05,0.000102803,0.000109929,0.000117009,0.000124032,0.000130982,0.000137835,0.000144564,0.000151134,0.00015751,0.00016365,0.000169515,0.000175063,0.000180258,0.000185063,0.000189447,0.000193382,0.000196845,0.000199817,0.000202284,0.000204236,0.000205668,0.000206579,0.000206969,0.000206844,0.000206212,0.000205085,0.000203477,0.000201404,0.000198885,0.000195943,0.0001926,0.000188883,0.000184821,0.000180443,0.000175783,0.000170874,0.000165753,0.000160456,0.000155021,0.000149484,0.000143883,0.000138252,0.000132622,0.000127021,0.000121468,0.00011598,0.000110563,0.000105217,9.99329e-05,9.46975e-05,8.94911e-05,8.42922e-05,7.90787e-05,7.38304e-05,6.85302e-05,6.31657e-05,5.77288e-05,5.2216e-05,4.66279e-05,4.09681e-05,3.52425e-05,2.94592e-05,2.36267e-05,1.77548e-05,1.18531e-05,5.93149e-06,0
0,1.49337e-05,2.98583e-05,4.47647e-05,5.96441e-05,7.44884e-05,8.929e-05,0.000104042,0.000118741,0.000133381,0.00014796,0.000162478,0.000176935,0.000191331,0.000205662,0.000219923,0.0002341,0.000248171,0.000262104,0.000275851,0.000289357,0.000302551,0.000315359,0.000327698,0.000339485,0.000350638,0.000361079,0.000370735,0.000379543,0.000387446,0.000394398,0.000400362,0.000405311,0.000409224,0.00041209,0.000413908,0.000414681,0.000414419,0.000413139,0.000410865,0.000407625,0.000403451,0.000398383,0.000392463,0.00038574,0.000378265,0.000370097,0.000361295,0.000351925,0.000342056,0.000331761,0.000321113,0.000310188,0.000299063,0.000287811,0.000276504,0.000265205,0.000253971,0.000242845,0.000231858,0.000221025,0.000210344,0.000199797,0.000189354,0.000178972,0.000168606,0.000158208,0.000147736,0.000137154,0.000126436,0.000115567,0.000104541,9.33594e-05,8.20309e-05,7.05687e-05,5.89891e-05,4.73106e-05,3.55525e-05,2.37348e-05,1.18773e-05,0
0,2.24173e-05,4.48205e-05,6.71959e-05,8.95299e-05,0.00011181,0.000134024,0.000156162,0.000178216,0.000200181,0.000222052,0.00024383,0.000265517,0.000287114,0.000308624,0.000330039,0.000351346,0.000372513,0.000393494,0.000414219,0.000434599,0.000454528,0.000473886,0.000492544,0.000510372,0.000527242,0.000543033,0.000557633,0.000570944,0.000582882,0.000593378,0.000602374,0.000609831,0.000615721,0.000620027,0.000622746,0.000623886,0.000623462,0.000621502,0.00061804,0.000613119,0.00060679,0.000599109,0.000590144,0.000579964,0.00056865,0.000556287,0.000542967,0.000528788,0.000513856,0.000498278,0.00048217,0.000465646,0.000448825,0.000431821,0.000414745,0.000397697,0.000380767,0.000364024,0.000347517,0.00033127,0.000315279,0.000299514,0.000283922,0.000268432,0.000252966,0.000237446,0.0002218,0.000205973,0.000189925,0.000173633,0.00015709,0.000140303,0.000123287,0.000106064,8.86619e-05,7.11092e-05,5.34364e-05,3.56738e-05,1.78517e-05,0
0,2.99212e-05,5.98232e-05,8.96871e-05,0.000119494,0.000149227,0.000178869,0.000208405,0.000237823,0.000267116,0.00029628,0.000325315,0.000354228,0.000383028,0.000411723,0.000440315,0.000468794,0.000497127,0.000525255,0.000553086,0.000580495,0.000607332,0.000633424,0.00065859,0.000682644,0.000705405,0.000726705,0.000746391,0.000764328,0.000780402,0.00079452,0.000806609,0.000816615,0.000824503,0.000830254,0.000833865,0.000835347,0.000834724,0.000832033,0.000827322,0.000820647,0.000812078,0.000801692,0.000789577,0.000775827,0.00076055,0.000743859,0.000725879,0.000706741,0.000686587,0.000665564,0.000643827,0.000621537,0.000598854,0.000575939,0.000552947,0.000530024,0.000507295,0.000484864,0.000462803,0.000441147,0.00041989,0.000398983,0.000378343,0.000357859,0.000337407,0.000316865,0.000296127,0.000275112,0.000253766,0.00023206,0.000209993,0.000187577,0.000164841,0.000141819,0.000118552,9.50813e-05,7.14498e-05,4.76988e-05,2.3869e-05,0
0,3.74529e-05,7.48813e-05,0.000112261,0.000149567,0.000186777,0.000223867,0.000260818,0.000297613,0.00033424,0.000370694,0.000406979,0.000443106,0.000479096,0.000514974,0.000550759,0.000586456,0.000622042,0.00065745,0.000692564,0.000727221,0.000761212,0.000794303,0.000826243,0.000856782,0.000885679,0.000912709,0.000937673,0.0009604,0.000980745,0.000998592,0.00101385,0.00102646,0.00103637,0.00104357,0.00104806,0.00104985,0.00104897,0.00104548,0.00103944,0.00103091,0.00101999,0.00100677,0.000991368,0.000973897,0.000954491,0.000933295,0.000910464,0.000886164,0.000860574,0.000833882,0.000806288,0.000777997,0.00074922,0.00072017,0.000691056,0.000662072,0.000633397,0.000605175,0.00057751,0.000550454,0.000523999,0.000498071,0.000472543,0.000447243,0.000421979,0.000396568,0.000370856,0.00034473,0.000318124,0.000291011,0.000263398,0.000235315,0.000206807,0.000177928,0.000148735,0.000119286,8.96356e-05,5.98377e-05,2.99428e-05,0
0,4.50202e-05,9.00104e-05,0.000134941,0.00017978,0.000224499,0.000269068,0.000313459,0.000357647,0.000401616,0.000445356,0.000488873,0.000532185,0.000575331,0.000618362,0.000661332,0.000704284,0.000747218,0.000790073,0.000832709,0.00087491,0.000916395,0.000956844,0.000995922,0.00103329,0.00106865,0.00110169,0.00113219,0.00115991,0.00118469,0.0012064,0.00122492,0.00124019,0.00125215,0.0012608,0.00126614,0.00126819,0.001267,0.00126262,0.00125513,0.00124463,0.00123122,0.00121501,0.00119614,0.00117476,0.00115102,0.00112509,0.00109717,0.00106745,0.00103615,0.00100351,0.000969757,0.000935161,0.000899985,0.000864501,0.000828979,0.000793683,0.00075885,0.000724687,0.000691343,0.0006589,0.000627349,0.000596588,0.000566419,0.000536577,0.000506765,0.000476707,0.000446182,0.000415043,0.000383214,0.000350684,0.000317482,0.000283665,0.000249309,0.00021449,0.000179289,0.000143781,0.000108035,7.21164e-05,3.60858e-05,0
0,5.26311e-05,0.000105227,0.000157752,0.000210169,0.00026244,0.000314527,0.000366393,0.000418001,0.000469324,0.000520345,0.000571064,0.000621509,0.000671737,0.000721842,0.00077194,0.000822142,0.000872513,0.000923017,0.000973489,0.00102364,0.00107308,0.00112137,0.00116807,0.00121272,0.00125494,0.00129437,0.00133069,0.00136367,0.00139309,0.0014188,0.00144069,0.00145868,0.00147272,0.00148282,0.00148897,0.00149122,0.00148961,0.00148424,0.00147518,0.00146255,0.00144648,0.00142709,0.00140455,0.00137903,0.0013507,0.00131977,0.00128647,0.00125102,0.00121368,0.00117473,0.00113445,0.00109317,0.0010512,0.00100889,0.000966585,0.000924629,0.000883345,0.000843022,0.000803885,0.000766064,0.000729568,0.000694254,0.000659828,0.000625869,0.000591909,0.000557523,0.000522396,0.000486349,0.000449318,0.000411327,0.000372451,0.000332796,0.000292476,0.000251605,0.000210287,0.000168618,0.000126683,8.45571e-05,4.23086e-05,0
0,6.02932e-05,0.000120547,0.00018072,0.000240769,0.000300648,0.000360309,0.0004197,0.00047877,0.000537472,0.000595772,0.000653656,0.000711148,0.000768327,0.00082534,0.000882402,0.000939764,0.000997625,0.00105602,0.00111474,0.00117339,0.00123142,0.00128821,0.00134315,0.00139568,0.00144528,0.00149152,0.00153404,0.00157256,0.00160684,0.00163672,0.00166208,0.00168286,0.001699,0.00171052,0.00171744,0.0017198,0.00171768,0.00171117,0.00170039,0.00168546,0.00166652,0.00164373,0.00161727,0.00158734,0.00155413,0.00151789,0.00147887,0.00143732,0.00139354,0.00134786,0.00130061,0.00125216,0.00120291,0.00115328,0.0011037,0.00105461,0.00100646,0.000959656,0.000914535,0.000871326,0.000830088,0.000790647,0.000752566,0.000715168,0.000677672,0.000639407,0.000599938,0.000559074,0.000516808,0.000473245,0.000428545,0.000382886,0.00033644,0.000289363,0.000241791,0.00019384,0.000145606,9.71753e-05,4.86182e-05,0
0,6.80131e-05,0.000135984,0.000203867,0.000271615,0.000339174,0.000406482,0.000473472,0.000540072,0.000606205,0.000671802,0.000736817,0.000801244,0.000865162,0.000928773,0.000992441,0.00105667,0.00112198,0.00118855,0.00125612,0.00132406,0.00139155,0.00145772,0.00152173,0.00158285,0.00164046,0.00169404,0.00174317,0.00178755,0.00182694,0.00186116,0.0018901,0.00191371,0.00193196,0.00194487,0.00195247,0.00195485,0.00195208,0.00194428,0.00193159,0.00191414,0.00189211,0.00186566,0.00183501,0.00180036,0.00176196,0.00172004,0.0016749,0.00162683,0.00157616,0.00152326,0.0014685,0.00141232,0.00135519,0.0012976,0.0012401,0.00118325,0.00112765,0.00107387,0.00102244,0.000973756,0.000928024,0.000885088,0.000844326,0.000804611,0.000764545,0.000723028,0.000679493,0.000633823,0.00058617,0.000536803,0.000486023,0.000434112,0.000381316,0.000327837,0.000273843,0.000219468,0.000164816,0.000109975,5.5016e-05,0
