0,0,0,0,0,0,0,0,0,0,0
0,0.0356637,0.0726063,0.11196,0.133326,0.13436,0.117709,0.0883842,0.0545621,0.0259428,0
0,0.069486,0.141741,0.249822,0.295931,0.294187,0.253669,0.183245,0.101632,0.0480318,0
0,0.0993214,0.210198,0.448457,0.536939,0.510533,0.387163,0.221269,0.13215,0.0621025,0
0,0.112517,0.236523,0.502773,0.583388,0.506513,0.31612,0.217392,0.135207,0.0647322,0
0,0.10917,0.227178,0.464409,0.49663,0.34766,0.265427,0.189696,0.121403,0.0590927,0
0,0.0930984,0.191585,0.361265,0.31079,0.258942,0.205372,0.151291,0.0989822,0.0488209,0
0,0.0692672,0.139904,0.215147,0.201674,0.17802,0.146054,0.110334,0.0734707,0.0366194,0
0,0.0434644,0.0851501,0.113525,0.118142,0.109071,0.0921416,0.0710267,0.0479418,0.0240846,0
0,0.020223,0.03835,0.050609,0.054322,0.0514395,0.0442572,0.0345561,0.0235258,0.0118774,0
0,0,0,0,0,0,0,0,0,0,0
